course_id,published_timestamp
611420,2015-09-14T19:47:25Z
941990,2016-10-09T19:33:35Z
1119920,2017-03-07T23:10:03Z
256200,2014-07-17T08:02:54Z
207166,2014-05-01T20:37:45Z
390472,2015-04-20T23:31:47Z
575476,2015-09-25T19:08:09Z
460652,2015-03-29T22:10:23Z
157336,2014-02-11T18:11:55Z
65110,2013-07-23T20:26:47Z
987682,2017-05-18T17:37:33Z
835212,2016-05-18T16:02:21Z
882276,2016-06-20T19:56:50Z
971110,2016-10-03T18:42:18Z
414744,2015-02-12T06:17:10Z
537286,2015-07-02T00:12:02Z
1123226,2017-03-12T16:13:38Z
1170626,2017-05-23T00:20:02Z
1016996,2017-02-28T16:14:06Z
1046992,2017-04-12T16:26:51Z
929526,2016-08-16T23:58:31Z
631276,2015-11-19T18:22:19Z
86558,2013-09-29T23:52:54Z
615600,2015-09-20T20:26:40Z
799434,2016-04-12T15:12:18Z
1088656,2017-01-27T17:11:28Z
674354,2015-12-29T18:56:44Z
1187758,2017-04-24T21:59:20Z
